ID	種別	発見物名	ランク	説明	時代	ポイント	難易度	経験値	備考	最終更新日時	関連クエスト
579	美術品	ラオコーン（腕伸ばし）	5	ラオコーンはトロイの神官で、トロイの木馬を防ごうとした人である。ギリシャに肩入れするアテナが放った大蛇に襲われ、二人の子と共に命を落とした。		7	10	923	トロイ戦争のてん末	2015-01-27 02:09:17	1260:トロイ戦争のてん末
577	美術品	ラオコーンの右腕	5	ローマで出土したラオコーン像の、折れた右腕。ラオコーン像には天をつかむような伸ばした右腕がつけられていたが、これは曲げられている。		8	11	1053	失われた右腕	2015-01-27 02:09:17	1261:失われた右腕
3163	美術品	ラブサヨン	5	特徴的な形をした、黒い壺。マレー半島で作られる伝統的な工芸品で、地元の人々に愛されている。		9				2017-05-26 20:23:18	5863:変わった形の壺　
580	美術品	リュートを弾く道化師	2	フランス・ハルス作の単身人物画。ハルスは様々な人々の表情を描写した作品を数多く発表している。風俗画の主流であったカラヴァッジョ派の明暗法の影響は少なく、道化の表情を生き生きと描き出している。		2	5	300	笑いの画家	2015-01-27 02:09:17	2000:笑いの画家
581	美術品	レースを編む女	4	ヤン・フェルメール作の絵画。縦が24cm足らずの小さな絵画でありながら、一心にレースを編む女性が見事に描かれている。女性の手元は精密に、それ以外はあえて不明瞭に描くことで緊張感を出している。		3	8	624	画商が描いた絵画	2015-01-27 02:09:17	374:画商が描いた絵画
3117	美術品	レースグラスのゴブレット	5	レース模様のガラスで作られたゴブレット。ヴェネツィアのガラス製法は門外不出であり他のどの国であろうと同じものを再現することはできないだろう。		9	15	1360		2017-05-23 22:57:39	5851:ガラスとレース
3118	美術品	レーマンの彫刻ガラス	5	ボヘミアのガラス職人レーマンが作ったガラス細工。ガラスに彫刻が施されており、宝石のように美しい。		9	15	1370		2017-05-22 16:13:26	5859:ボヘミアのガラス
582	美術品	ヴィーナスの誕生	2	ボッティチェリ作の絵画。ヴィーナス、つまりギリシャ神話のアフロディテが、海の泡から生まれたときの様子を描いている。左の二人はゼフュロスとフローラ、右は時の女神のホーラである。		2	5	300	海から生まれた女神	2015-01-27 02:09:17	376:海から生まれた女神
583	美術品	ヴェールの女	2	ラファエロ作の、女性の肖像画。ラファエロの恋人に貴族の婚礼衣装を着せた姿だとも言われている。多忙なラファエロは弟子に手伝わせることが多かったが、この絵は一人で描きあげたという。		2	5	310	ヴェールをかぶった女の肖像	2015-01-27 02:09:17	77:ヴェールをかぶった女の肖像
3210	美術品	愛に囚われし心の書	2	15世紀フランスの王族ルネ・ト・アンジューガ書いた騎士道物語の装画写本。「愛」いとり憑かれた「心」か囚われの身となった意中の女性を救出するべく旅に出るという内容。美麗な装画と詩で貴夫人たちに人気があるという。		3	3	345		2017-11-25 04:59:15	6013:うるわしの君を夢見て
602	美術品	安堅の水墨画	2	朝鮮の画家・安堅による水墨画。<br>朝鮮王・世宗の三男である安平大君が夢に見たという桃源郷が、淡墨で描かれている。<br>安堅は、この桃源郷をたった三日で描き上げたという。		5	5	310	朝鮮の絵画を追え	2015-01-27 02:09:17	2679:朝鮮の絵画を追え
603	美術品	安堅の風景画	2	朝鮮の画家・安堅による水墨画。<br>季節を表現した八つの風景が描かれている。早春と晩春、初夏と晩夏、初秋と晩秋、初冬と晩冬と、二つずつ対となっている。		4	7	210	風景画の地図	2015-01-27 02:09:17	2744:風景画の地図
587	美術品	円盤投げ	2	古代ギリシャの彫刻家・ミュロン作といわれる男性像。原作は青銅だと伝えられるがこれは大理石製の模作である。ローマ時代の作とされる。		1	4	220	ギリシャの競技の像	2015-01-27 02:09:17	117:ギリシャの競技の像
629	美術品	王蒙の風景画	2	元代の画家・王蒙が描いた絵画。うねるようにそそり立つ山々が、緻密かつ壮大に表現されており、見る者を圧倒する。		5	5	350	黄公望の弟子	2015-01-27 02:09:17	2872:黄公望の弟子
666	美術品	黄公望の水墨画	1	元代末期の画家・黄公望が描いた水墨画。<br>墨の濃淡でさまざまな風景を描き表しており絵の全長は6m以上にも及ぶ。		1	5	160	水墨画の地図	2015-01-27 02:09:17	2840:水墨画の地図
662	美術品	音楽の稽古	3	フェルメール作。彼はこの作品で透視図法による構図の歪みを克服しようとした。楽器に向かう女性は、上部の鏡では隣の男性のほうへ顔を向けているように見える。ヴァージナルには「音楽は喜びの伴侶、悲しみの薬」と書かれている。		4	7	510	フェルメールの試行錯誤	2015-01-27 02:09:17	2001:フェルメールの試行錯誤
619	美術品	果物かご	2	カラバッジオ作の、果物かごを描いた絵画。人物を描かない絵はこれまでの常識を打ち破るものだ。やや生気を失いかけた果物や葉が生々しく、これまでにない魅力がある。		2	6	380	果物かごだけの絵	2015-01-27 02:09:17	370:果物かごだけの絵
650	美術品	花輪の聖母	4	ルーベンスとヤン・ブリューゲルの合作。ブリューゲルが花輪を、ルーベンスが人物を描いた。ブリューゲルは「花のブリューゲル」とも呼ばれるほど静物画に定評があり、各々が得意分野を生かした作品となっている。		3	8	650	画家の適材適所	2015-01-27 02:09:17	2002:画家の適材適所
632	美術品	画家・彫刻家・建築家列伝	2	ジョルジョ・ヴァザーリによって記された芸術家の列伝。133人もの芸術家の生涯が綴られている。著者自身も絵画に建築にと多彩な才能を発揮した人物で芸術家の評価面においても信頼性が高い。美術史における一級の資料である。		2	5	300	優れた芸術家たちの本	2015-01-27 02:09:17	1781:優れた芸術家たちの本
657	美術品	郭煕の風景画	2	北宋時代の宮廷画家・郭煕が描いた絵画。<br>自然に通じていた郭煕は、四季や天候による景観の微妙な変化を、巧みな筆致で表現している。		5	5	360	山水画の大家	2015-01-27 02:09:17	2819:山水画の大家
606	美術品	岩窟の聖母（祭壇画）	3	読みは「がんくつのせいぼ」。レオナルド・ダ・ヴィンチ作の絵画である。ミラノの聖堂の依頼で描かれた絵画が報酬で折り合わず、複製であれば安くてよいということで描かれたものである。この絵の製作には弟子の手も入っているそうだ。		4	6	440	ダ・ヴィンチの祭壇画	2015-01-27 02:09:17	193:ダ・ヴィンチの祭壇画
605	美術品	岩窟の聖母（真筆）	5	読みは「がんくつのせいぼ」。レオナルド・ダ・ヴィンチ作の絵画である。ミラノのある聖堂の依頼で描かれた物だが、報酬で折り合わず、このオリジナルは渡されなかったという。絵には聖母子と聖ヨハネ、天使が描かれている。		6	12	1105	ダ・ヴィンチの真筆	2015-01-27 02:09:17	194:ダ・ヴィンチの真筆
609	美術品	徽宗の花鳥画	5	宋代の皇帝・徽宗の作品。<br>徽宗は花鳥画に長けており、この絵も気品に満ちた絵であるとして高い評価を得ている。		9	10	830	悪役の素顔	2015-01-27 02:09:17	2829:悪役の素顔
612	美術品	旧約聖書のタペストリー	1	シモン・ブーエの原画をもとにした連作タペストリーの一つ。旧約聖書をもとにした内容で、全部で八枚あるという。分厚く豪華なゴブラン織りのタペストリーである。		1	2	70	タペストリーの地図	2015-01-27 02:09:17	206:タペストリーの地図
3187	美術品	金細工の版画	2	金細工の技術を用いて製作された、当時最先端の版画。ドイツで発明され、細やかな線が用いられているのが特徴。<br>印刷技術の普及と共にヨーロッパに広く伝播し、美術史において重要な役割を果たすこととなった。						2018-05-27 17:26:23	5923:画家の細かい手仕事
624	美術品	源氏物語絵巻	4	源氏物語を題材とした日本の絵巻物の一つ。文と絵を交互に楽しめるように構成されている。物語文の後に、物語の一場面を描いた絵が添えられている。		6	8	640	絵で楽しむ恋物語	2015-01-27 02:09:17	2597:絵で楽しむ恋物語
663	美術品	顧愷之の訓画	3	東晋の画家・顧愷之によって描かれた訓画。道徳書を絵画で表現したものである。<br>教育のためか、後世において摸本が複数作成されたようだ。		6	7	540	幼い子供のお勉強	2015-09-06 16:55:03	2796:幼い子供のお勉強
